"","lakeID","date","dayDifference","normal","reverse","noDVM","bottom","optimal","pml.chaob.day","fishDens","rxDist.pml.day","EPA.diff","DHA.diff","P.diff","diff.C","growth.diff","taxa"
"1","TU","06/09/13",1,Inf,13.1160383368308,Inf,7.05801916841538,"bottom",0,0.645184853837222,0.420139124426422,0.00192435734243253,0,-0.00169850556631337,-0.135793650793652,0.0320091291291966,"daphnia"
"2","TU","07/30/13",0,Inf,1.28509822268907,Inf,1.31815454225638,"reverse",0,0.645184853837222,0.419987174597459,-0.00104212962474437,-0.0004075707301105,0.00424528655597124,0.65214285714286,0.0678008302122751,"daphnia"
"3","DW","05/28/13",1,0.963017965715113,0.974400024030458,0.971136072335711,0.96628191740986,"normal",0,0.0921114863533924,0.41910104876334,0.00157971307500425,0.000873707211655527,-0.00057994576061858,-0.495,-0.0221310298360919,"daphnia"
"4","DW","06/10/13",1,0.966108420329131,0.966319126689285,0.961035192644241,0.971392354374175,"noDVM",0,0.0921114863533924,0.420095808728981,-0.00145040862414611,0,-0.00057994576061858,-0.178,0.0116146229269851,"daphnia"
"5","DW","08/01/13",1,1.01827346176354,1.01832650303296,0.988043302364401,1.0485566624321,"noDVM",133.333333333333,0.0921114863533924,0.420103441482654,-0.00085976276184549,-0.0007330666499883,0.00227341561757197,0.17,0.058425903262136,"daphnia"
"6","CB","05/29/13",1,1.08527418134094,0.983969843598139,1.04288459828789,1.02635942665119,"reverse",200,0,0.420250363036202,0.00122100829380117,-0.000791774034194011,-0.00012533856840834,-0.231,-0.0153975899844152,"daphnia"
"7","CB","06/11/13",1,0.984556470121427,0.968975542763327,0.977189156541868,0.983710169922445,"reverse",0,0,0.421548388136639,-0.000792264948054935,0,-0.00012533856840834,-0.231,0.0315159070762261,"daphnia"
"8","CB","07/31/13",0,1.19511757384081,1.03708788282716,1.00346564462128,1.22873981204669,"noDVM",1333.33333333333,0,0.418670431218961,0.000513256718449,0.00141006935676363,-0.00212408239437642,0.235,0.0336953014557078,"daphnia"
"9","RE","05/30/13",1,0.95106725889457,Inf,Inf,1.01332063178058,"normal",1000,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.106525762175441,"daphnia"
"10","RE","06/03/13",1,0.948408999116318,1.00931823078317,0.896817998232636,1.00465911539158,"noDVM",0,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.108902338031467,"daphnia"
"11","RE","06/13/13",1,0.988022909095697,0.985353650313078,0.972183547752138,1.00119301165664,"noDVM",0,0,0.42022441421568,0.000842051422406147,0,-0.00154999934037302,-0.30083333333333,0.0297302973010412,"daphnia"
"12","RE","07/29/13",0,0.971418322390736,0.987778173750023,0.956175368005431,1.00302112813533,"noDVM",133.333333333333,0,0.417867793858955,0.00085402929074615,0.00193809332097732,-0.00154999934037302,-0.30083333333333,0.0605346076967955,"daphnia"
"13","BA","05/19/13",1,1.14486650821664,1.0171199332932,1.16417120399663,0.997815237513223,"bottom",0,0.140288727432146,0.419276621483524,0.000640376156886874,0,-0.00137211300064651,0.1135,-0.0406914721644454,"daphnia"
"14","BA","06/02/13",1,1.01491662320735,1.00943775479392,1.02858910787697,0.9957652701243,"bottom",0,0.140288727432146,0.421347373987518,-0.00143077153726479,-0.00177004522066865,-0.00137211300064651,0.1135,-0.0280239667466177,"daphnia"
"15","BA","07/22/13",0,1.01198827891114,1.00821971918769,1.01510056191046,1.00510743618837,"bottom",0,0.140288727432146,0.417846243985495,0,0,-0.00033442485406841,-0.115,-0.0137617616081641,"daphnia"
"16","BR","05/20/13",1,0.891106284322407,0.936539322386221,0.973105210516253,0.854540396192374,"bottom",533.333333333333,0.0578035965105566,0.416480129463343,-1.5237424084974e-05,-0.000609719266077372,-0.0135393166766401,-1.4665,-0.157056783818501,"daphnia"
"17","BR","06/03/13",1,0.976001261441383,0.98074802288003,0.96774770239371,0.989001581927703,"noDVM",333.333333333333,0.0578035965105566,0.419557970865211,0.00112620452594477,0,-0.0135393166766401,-1.4665,0.0166311318702419,"daphnia"
"18","WL","06/04/13",1,0.976001261441383,0.98074802288003,0.96774770239371,0.989001581927703,"noDVM",0,0,0.417910038187335,NA,NA,NA,NA,NA,"daphnia"
"19","WL","06/24/13",1,0.976001261441383,0.98074802288003,0.96774770239371,0.989001581927703,"noDVM",800,0,0.417269757863686,NA,NA,NA,NA,NA,"daphnia"
"21","WL",NA,3,0.976001261441383,0.98074802288003,0.96774770239371,0.989001581927703,"noDVM",1333.33333333333,0,0.419330184162212,NA,NA,NA,NA,NA,"daphnia"
"22","RB","05/20/13",3,1.07241258372321,1.00669222840739,1.07380884602096,1.00529596610964,"bottom",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.00538791153961469,"daphnia"
"23","RB","05/22/13",1,1.02131793349184,1.05419387516444,1.02271419578959,1.05279761286668,"normal",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.00538791153961469,"daphnia"
"24","RB","07/31/13",0,1.02131793349184,1.05419387516444,1.02271419578959,1.05279761286668,"normal",0,0.140288727432146,0.419670432837131,NA,NA,NA,NA,NA,"daphnia"
"26","HB","05/23/13",1,1.29333066402257,19.1842730591709,1.06811331700197,19.4094904061915,"noDVM",0,0.145384031400325,0.415127278913042,0,0.000441748409331279,0.0033323674183766,0.16638888888889,0.0977720838628281,"daphnia"
"27","HB","06/06/13",1,1.02538492176598,1.01512308610108,0.99532697950481,1.04518102836225,"noDVM",0,0.145384031400325,0.419072233561253,0.000657318397006981,0,0.0033323674183766,0.16638888888889,0.0398955945260782,"daphnia"
"28","HB","07/29/13",3,1.74021432151805,1.40325659451981,1.12332486948822,2.02014604654963,"noDVM",2133.33333333333,0.145384031400325,0.418770149954591,0.00181359860264757,0.00013864189969395,-0.00228110609891579,0.78188888888889,0.0464491791559671,"daphnia"
"29","RS","06/13/13",0,0.978306651404875,0.965313105975859,0.92533122603073,1.01828853135,"noDVM",66.6666666666667,0.163642235454044,0.419180095273757,0.00216239328329319,0.000949351387419273,-0.000926717653276959,0.27833333333333,0.108384119707116,"daphnia"
"30","RS","07/18/13",0,1.03655075698968,0.996902609611277,1.00017008197749,1.03328328462347,"reverse",1600,0.163642235454044,0.420339853490387,0.00073818247740351,0,0.000926717653276961,-0.280952380952384,0.0301687064762749,"daphnia"
"110","TU","06/09/13",1,Inf,347453730181.291,Inf,173726865091.146,"bottom",0,0.645184853837222,0.420139124426422,0.00192435734243253,0,-0.00169850556631337,-0.135793650793652,0.0934369872076216,"copepod"
"25","TU","07/30/13",0,Inf,254.252157709922,Inf,254.272873774698,"reverse",0,0.645184853837222,0.419987174597459,-0.00104212962474437,-0.0004075707301105,0.00424528655597124,0.65214285714286,-0.0478521946051385,"copepod"
"31","DW","05/28/13",1,1.08551383133563,1.27912434406866,1.02566624396937,1.33897193143492,"noDVM",0,0.0921114863533924,0.41910104876334,0.00157971307500425,0.000873707211655527,-0.00057994576061858,-0.495,0.0705870985350209,"copepod"
"41","DW","06/10/13",1,0.982729436671771,0.978827805943379,1.00497465196435,0.956582590650799,"bottom",0,0.0921114863533924,0.420095808728981,-0.00145040862414611,0,-0.00057994576061858,-0.178,-0.0442380370300506,"copepod"
"51","DW","08/01/13",1,1.00138780972455,0.999566677835522,0.963391981028048,1.03756250653202,"noDVM",133.333333333333,0.0921114863533924,0.420103441482654,-0.00085976276184549,-0.0007330666499883,0.00227341561757197,0.17,0.0609751665028272,"copepod"
"61","CB","05/29/13",1,3.78460411873857,1.4150776809822,2.78858517154035,2.41109662818041,"reverse",200,0,0.420250363036202,0.00122100829380117,-0.000791774034194011,-0.00012533856840834,-0.231,0.075335450218821,"copepod"
"71","CB","06/11/13",1,1.14823426064444,0.977920280823113,1.07059869937981,1.13319140335238,"reverse",0,0,0.421548388136639,-0.000792264948054935,0,-0.00012533856840834,-0.231,0.0223271247204447,"copepod"
"81","CB","07/31/13",0,13.9790625008239,1.74611054351589,1.37571124754916,14.3494617967907,"noDVM",1333.33333333333,0,0.418670431218961,0.000513256718449,0.00141006935676363,-0.00212408239437642,0.235,0.0736620817083097,"copepod"
"91","RE","05/30/13",1,0.981238484398132,Inf,Inf,1.15192184769234,"normal",1000,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.0735113549785232,"copepod"
"101","RE","06/03/13",1,0.963801525850468,1.10049688585457,0.927603051700936,1.05024844292728,"noDVM",0,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.0751513837172798,"copepod"
"111","RE","06/13/13",1,1.00306412336436,0.975464114912022,0.966072901775208,1.01245533650117,"noDVM",0,0,0.42022441421568,0.000842051422406147,0,-0.00154999934037302,-0.30083333333333,0.050316687398127,"copepod"
"121","RE","07/29/13",0,0.960102967192216,1.14719624541672,1.07556096654319,1.03173824606575,"normal",133.333333333333,0,0.417867793858955,0.00085402929074615,0.00193809332097732,-0.00154999934037302,-0.30083333333333,0.101125069783154,"copepod"
"131","BA","05/19/13",1,8.316146375112,1.38518040490221,8.28902528295948,1.41230149705474,"reverse",0,0.140288727432146,0.419276621483524,0.000640376156886874,0,-0.00137211300064651,0.1135,0.0316280096633175,"copepod"
"141","BA","06/02/13",1,1.19813104565487,1.1309405498751,1.20070886611687,1.12836272941311,"bottom",0,0.140288727432146,0.421347373987518,-0.00143077153726479,-0.00177004522066865,-0.00137211300064651,0.1135,-0.0064147799026027,"copepod"
"151","BA","07/22/13",0,1.04934855953067,1.01028877036861,1.00765799970877,1.05197933019051,"noDVM",0,0.140288727432146,0.417846243985495,0,0,-0.00033442485406841,-0.115,0.0034413143689779,"copepod"
"161","BR","05/20/13",1,1.03085621664826,1.79568658881852,1.09332330236746,1.73321950309932,"normal",533.333333333333,0.0578035965105566,0.416480129463343,-1.5237424084974e-05,-0.000609719266077372,-0.0135393166766401,-1.4665,0.0122798059281827,"copepod"
"171","BR","06/03/13",1,1.05121126524663,1.10025008246976,1.00385076540534,1.14761058231105,"noDVM",333.333333333333,0.0578035965105566,0.419557970865211,0.00112620452594477,0,-0.0135393166766401,-1.4665,0.0660981911123974,"copepod"
"181","WL","06/04/13",1,1.05121126524663,1.10025008246976,1.00385076540534,1.14761058231105,"noDVM",0,0,0.417910038187335,NA,NA,NA,NA,NA,"copepod"
"191","WL","06/24/13",1,1.05121126524663,1.10025008246976,1.00385076540534,1.14761058231105,"noDVM",800,0,0.417269757863686,NA,NA,NA,NA,NA,"copepod"
"211","WL",NA,3,1.05121126524663,1.10025008246976,1.00385076540534,1.14761058231105,"noDVM",1333.33333333333,0,0.419330184162212,NA,NA,NA,NA,NA,"copepod"
"221","RB","05/20/13",3,2.29715045096585,0.991517904969589,2.33043624477801,0.958232111157426,"bottom",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.0156334956428784,"copepod"
"231","RB","05/22/13",1,1.1684286441256,1.72908054119629,1.20171443793776,1.69579474738413,"normal",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.0156334956428784,"copepod"
"241","RB","07/31/13",0,1.1684286441256,1.72908054119629,1.20171443793776,1.69579474738413,"normal",0,0.140288727432146,0.419670432837131,NA,NA,NA,NA,NA,"copepod"
"261","HB","05/23/13",1,18.8554953111464,7073591450976797,8.39681005035412,7073591450976808,"noDVM",0,0.145384031400325,0.415127278913042,0,0.000441748409331279,0.0033323674183766,0.16638888888889,0.0128357343095673,"copepod"
"271","HB","06/06/13",1,1.35378975109488,1.38065488385125,1.34390277452615,1.39054186041998,"noDVM",0,0.145384031400325,0.419072233561253,0.000657318397006981,0,0.0033323674183766,0.16638888888889,0.0600302927365607,"copepod"
"281","HB","07/29/13",3,2451.60544232935,175.811314705218,6.15522396638367,2621.26153306819,"noDVM",2133.33333333333,0.145384031400325,0.418770149954591,0.00181359860264757,0.00013864189969395,-0.00228110609891579,0.78188888888889,0.0844102933874571,"copepod"
"291","RS","06/13/13",0,1.32440401375821,1.13084280760628,1.24078926101175,1.21445756035273,"reverse",66.6666666666667,0.163642235454044,0.419180095273757,0.00216239328329319,0.000949351387419273,-0.000926717653276959,0.27833333333333,0.136121355590865,"copepod"
"301","RS","07/18/13",0,1.65226564779633,1.10043931507609,1.32469258460076,1.42801237827166,"reverse",1600,0.163642235454044,0.420339853490387,0.00073818247740351,0,0.000926717653276961,-0.280952380952384,0.0470330424289159,"copepod"
"112","TU","06/09/13",1,0.98424887024892,0.986107841016377,0.970356711265297,1,"noDVM",0,0.645184853837222,0.420139124426422,0.00192435734243253,0,-0.00169850556631337,-0.135793650793652,0.0320091291291966,"holopedium"
"210","TU","07/30/13",0,0.891805493996485,0.893216587833019,0.862995587547812,0.922026494281692,"noDVM",0,0.645184853837222,0.419987174597459,-0.00104212962474437,-0.0004075707301105,0.00424528655597124,0.65214285714286,0.0678008302122751,"holopedium"
"32","DW","05/28/13",1,0.94993161443751,0.949959592449103,0.960469328310156,0.939421878576457,"bottom",0,0.0921114863533924,0.41910104876334,0.00157971307500425,0.000873707211655527,-0.00057994576061858,-0.495,-0.0221310298360919,"holopedium"
"42","DW","06/10/13",1,0.962858268540887,0.963378563004188,0.957785040855997,0.968451790689077,"noDVM",0,0.0921114863533924,0.420095808728981,-0.00145040862414611,0,-0.00057994576061858,-0.178,0.0116146229269851,"holopedium"
"52","DW","08/01/13",1,1.01397710608218,1.01424151156466,0.984627965608068,1.04359065203877,"noDVM",133.333333333333,0.0921114863533924,0.420103441482654,-0.00085976276184549,-0.0007330666499883,0.00227341561757197,0.17,0.058425903262136,"holopedium"
"62","CB","05/29/13",1,0.950822437097575,0.950822437097575,0.95814247949219,0.94350239470296,"bottom",200,0,0.420250363036202,0.00122100829380117,-0.000791774034194011,-0.00012533856840834,-0.231,-0.0153975899844152,"holopedium"
"72","CB","06/11/13",1,0.96782154980784,0.984487771381663,0.968975542763327,0.983333778426177,"normal",0,0,0.421548388136639,-0.000792264948054935,0,-0.00012533856840834,-0.231,0.0315159070762261,"holopedium"
"82","CB","07/31/13",0,0.983433031220656,0.983433031220656,0.966866062441312,1,"noDVM",1333.33333333333,0,0.418670431218961,0.000513256718449,0.00141006935676363,-0.00212408239437642,0.235,0.0336953014557078,"holopedium"
"92","RE","05/30/13",1,0.949475944453321,0.948408999116318,0.897884943569639,1,"noDVM",1000,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.106525762175441,"holopedium"
"102","RE","06/03/13",1,0.948408999116318,0.948408999116318,0.896817998232636,1,"noDVM",0,0,0.418306951953,0.000963143315524183,0.000875684953434777,-0.00154999934037302,-0.30083333333333,0.108902338031467,"holopedium"
"113","RE","06/13/13",1,0.985353650313078,0.985353650313078,0.970707300626156,1,"noDVM",0,0,0.42022441421568,0.000842051422406147,0,-0.00154999934037302,-0.30083333333333,0.0297302973010412,"holopedium"
"122","RE","07/29/13",0,0.970630596786368,0.970630596786368,0.941261193572736,1,"noDVM",133.333333333333,0,0.417867793858955,0.00085402929074615,0.00193809332097732,-0.00154999934037302,-0.30083333333333,0.0605346076967955,"holopedium"
"132","BA","05/19/13",1,0.986559718651122,0.986943328426205,1.00701718848062,0.966485858596704,"bottom",0,0.140288727432146,0.419276621483524,0.000640376156886874,0,-0.00137211300064651,0.1135,-0.0406914721644454,"holopedium"
"142","BA","06/02/13",1,0.993442993153543,0.993202669900637,1.00711547782316,0.979530185231018,"bottom",0,0.140288727432146,0.421347373987518,-0.00143077153726479,-0.00177004522066865,-0.00137211300064651,0.1135,-0.0280239667466177,"holopedium"
"152","BA","07/22/13",0,1.00463739959623,1.00466868854414,1.01157868525252,0.997727402887852,"bottom",0,0.140288727432146,0.417846243985495,0,0,-0.00033442485406841,-0.115,-0.0137617616081641,"holopedium"
"162","BR","05/20/13",1,0.883211634957002,0.889282676805004,0.958969513224494,0.813524798537511,"bottom",533.333333333333,0.0578035965105566,0.416480129463343,-1.5237424084974e-05,-0.000609719266077372,-0.0135393166766401,-1.4665,-0.157056783818501,"holopedium"
"172","BR","06/03/13",1,0.966540597540731,0.967866082918367,0.959820797042207,0.974585883416891,"noDVM",333.333333333333,0.0578035965105566,0.419557970865211,0.00112620452594477,0,-0.0135393166766401,-1.4665,0.0166311318702419,"holopedium"
"182","WL","06/04/13",1,0.966540597540731,0.967866082918367,0.959820797042207,0.974585883416891,"noDVM",0,0,0.417910038187335,NA,NA,NA,NA,NA,"holopedium"
"192","WL","06/24/13",1,0.966540597540731,0.967866082918367,0.959820797042207,0.974585883416891,"noDVM",800,0,0.417269757863686,NA,NA,NA,NA,NA,"holopedium"
"212","WL",NA,3,0.966540597540731,0.967866082918367,0.959820797042207,0.974585883416891,"noDVM",1333.33333333333,0,0.419330184162212,NA,NA,NA,NA,NA,"holopedium"
"222","RB","05/20/13",3,1.00259533320868,1.00268506400464,0.999984431103684,1.00529596610964,"noDVM",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.00538791153961469,"holopedium"
"232","RB","05/22/13",1,1.00259533320868,1.00268506400464,0.999984431103684,1.00529596610964,"noDVM",133.333333333333,0.140288727432146,0.418312028379379,7.387993004413e-05,-0.00326808394448642,0.00043861936577812,-0.57983333333333,0.00538791153961469,"holopedium"
"242","RB","07/31/13",0,1.00259533320868,1.00268506400464,0.999984431103684,1.00529596610964,"noDVM",0,0.140288727432146,0.419670432837131,NA,NA,NA,NA,NA,"holopedium"
"262","HB","05/23/13",1,0.971571736358259,0.972193463891372,0.924705524389549,1.01905967586008,"noDVM",0,0.145384031400325,0.415127278913042,0,0.000441748409331279,0.0033323674183766,0.16638888888889,0.0977720838628281,"holopedium"
"272","HB","06/06/13",1,0.996194057083748,0.985691236789687,0.966136114822579,1.01574917905086,"noDVM",0,0.145384031400325,0.419072233561253,0.000657318397006981,0,0.0033323674183766,0.16638888888889,0.0398955945260782,"holopedium"
"282","HB","07/29/13",3,0.977306536789674,0.978061914656421,0.955368451446095,1,"noDVM",2133.33333333333,0.145384031400325,0.418770149954591,0.00181359860264757,0.00013864189969395,-0.00228110609891579,0.78188888888889,0.0464491791559671,"holopedium"
"292","RS","06/13/13",0,0.948641433097036,0.948884977360204,0.89752641045724,1,"noDVM",66.6666666666667,0.163642235454044,0.419180095273757,0.00216239328329319,0.000949351387419273,-0.000926717653276959,0.27833333333333,0.108384119707116,"holopedium"
"302","RS","07/18/13",0,0.98514091345585,0.985547101509373,0.970688014965223,1,"noDVM",1600,0.163642235454044,0.420339853490387,0.00073818247740351,0,0.000926717653276961,-0.280952380952384,0.0301687064762749,"holopedium"
