"","X","X.2","X.1","lakeID","dateSample","time","TOD","depthClass","counts","ind_m3","mgC_L","EPA_mgC","DHA_mgC","PC","C18_mgC","depth","DOmgL","temp","PAR","CPUE","fish_m3","zoops.allDepths","depthZoops","Daphnia","Copepods","Holopedium","lx","reactionDist","muEst","mu0","mu0.01","mu0.1","mu0.25","mu0.5","mu1","mu5","growth"
"68",68,70,70,"RE","6/14/13","11:30","Day","Hypo",1,66.6666666666667,1.39083333333333,0,0,0.00997238466147394,0.00150618427607992,9,0.12,4,0,0,0,134200,72666.6666666667,4800,43066.6666666667,133.333333333333,0,0,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.00770209191235873,0.0173625687967739
"69",69,71,71,"RS","7/18/13","12:15","Day","PML",24,1600,0.940714285714286,0.00073818247740351,0,0.0102064534883721,0.00866169110988323,0.25,5.38142857142857,0,415.8,5.235056842,0.01499843785233,211733.333333333,123466.666666667,27866.6666666667,75933.3333333333,15066.6666666667,22453.2,0.420339853490387,0.0319196134771541,0.0318402268530044,0.0318931567813952,0.032369526136912,0.0331634750627733,0.0344867232725421,0.0371332196920797,0.0583051910483807,0.0163342658520318
"70",70,72,72,"RS","7/18/13","12:15","Day","Hypo",102,6800,1.22166666666667,0,0,NA,0.00320854458838884,3.5,0.19,8.5,0,5.235056842,0.01499843785233,211733.333333333,88266.6666666667,22400,49400,13333.3333333333,0,0,0.168345723227269,0.168345723227269,0.168345723227269,0.168345723227269,0.168345723227269,0.168345723227269,0.168345723227269,0.168345723227269,NA
"71",71,73,73,"RS","7/18/13","23:55","Night","PML",194,12933.3333333333,0.940714285714286,0.00073818247740351,0,0.0102064534883721,0.00866169110988323,0.25,5.38142857142857,0,0,5.235056842,0.01499843785233,272333.333333333,133400,44733.3333333333,30600,54733.3333333333,0,0,0.160332071284391,0.160332071284391,0.160332071284391,0.160332071284391,0.160332071284391,0.160332071284391,0.160332071284391,0.160332071284391,0.0163342658520318
"72",72,74,74,"RS","7/18/13","23:55","Night","Hypo",48,3200,1.22166666666667,0,0,NA,0.00320854458838884,3.5,0.19,8.5,0,5.235056842,0.01499843785233,272333.333333333,138933.333333333,42200,53600,37400,0,0,0.0420512316731623,0.0420512316731623,0.0420512316731623,0.0420512316731623,0.0420512316731623,0.0420512316731623,0.0420512316731623,0.0420512316731623,NA
"73",73,75,75,"BA","7/22/13","11:30","Day","PML",0,0,0.7085,0,0,0.00446922724064926,0.00491967686481508,1,7.71,24.2,50.77,0.769349299,0.002204185741635,171133.333333333,29066.6666666667,1533.33333333333,5866.66666666667,20800,2741.58,0.417846243985495,1.4263824558694e-05,0,6.47124436442162e-05,0.000647124436442162,0.00161781109110541,0.00323562218221081,0.00647124436442162,0.0323562218221081,-0.00579901783967873
"74",74,76,76,"BA","7/22/13","11:30","Day","Hypo",20,1333.33333333333,0.8235,0,0,0.00480365209471767,0.00715462059410352,5,0.82,7.6,0.75,0.769349299,0.002204185741635,171133.333333333,142066.666666667,29933.3333333333,97400,13533.3333333333,40.5,0.404816320538246,0.0247149746359771,0.024701586534068,0.0247623259792797,0.0253089809861844,0.026220072664359,0.0277385587946499,0.0307755310552318,0.0550713091398871,0.00138853154336782
"75",75,77,77,"BA","7/27/13","11:30","Day","PML",0,0,0.7085,0,0,0.00446922724064926,0.00491967686481508,1,7.71,24.2,50.77,0.769349299,0.002204185741635,171133.333333333,29066.6666666667,1533.33333333333,5866.66666666667,20800,2741.58,0.417846243985495,1.4263824558694e-05,0,6.47124436442162e-05,0.000647124436442162,0.00161781109110541,0.00323562218221081,0.00647124436442162,0.0323562218221081,-0.00579901783967873
"76",76,78,78,"BA","7/27/13","11:30","Day","Hypo",0,0,0.8235,0,0,0.00480365209471767,0.00715462059410352,5,0.82,7.6,0.75,0.769349299,0.002204185741635,171133.333333333,142066.666666667,29933.3333333333,97400,13533.3333333333,40.5,0.404816320538246,1.33881019090313e-05,0,6.07394452116382e-05,0.000607394452116382,0.00151848613029095,0.00303697226058191,0.00607394452116382,0.0303697226058191,0.00138853154336782
"77",77,79,79,"BA","7/22/13","23:30","Night","PML",39,2600,0.7085,0,0,0.00446922724064926,0.00491967686481508,1,7.71,24.2,0,0.769349299,0.002204185741635,232400,159133.333333333,64266.6666666667,81733.3333333333,12333.3333333333,0,0,0.02243513909741,0.02243513909741,0.02243513909741,0.02243513909741,0.02243513909741,0.02243513909741,0.02243513909741,0.02243513909741,-0.00579901783967873
"78",78,80,80,"BA","7/22/13","23:30","Night","Hypo",11,733.333333333333,0.8235,0,0,0.00480365209471767,0.00715462059410352,5,0.82,7.6,0,0.769349299,0.002204185741635,232400,73266.6666666667,17733.3333333333,51866.6666666667,3600,0,0,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.0229325443405568,0.00138853154336782
"79",79,81,81,"BR","5/20/13","23:00","Night","PML",41,2733.33333333333,1.1395,0.000658980098008794,0,0.0103021184730145,0.00205464674245122,0.75,10.68,17.9,0,0.823009699,0.002357922787635,216733.333333333,136333.333333333,32333.3333333333,101466.666666667,533.333333333333,0,0,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0468795367531607,0.0212971603177843
"80",80,82,82,"BR","5/20/13","23:00","Night","Hypo",49,3266.66666666667,2.606,0.000674217522093768,0.000609719266077372,0.0238414351496546,0.00119455599901808,3,5.82,9.7,0,0.823009699,0.002357922787635,216733.333333333,80400,6000,72466.6666666667,66.6666666666667,0,0,0.301922002964462,0.301922002964462,0.301922002964462,0.301922002964462,0.301922002964462,0.301922002964462,0.301922002964462,0.301922002964462,0.101624746514595
"81",81,83,83,"BR","7/23/13","11:00","Day","PML",1207,80466.6666666667,1.43714285714286,0.00131487447913406,0,0.0151870675944334,0.00275689792919074,1,7.07,22.3,19.01,0.823009699,0.002357922787635,192333.333333333,147866.666666667,11600,95133.3333333333,0,1026.54,0.416179747576572,3.84680999487831,3.84679652615875,3.8468536472809,3.84736773738019,3.84822455421234,3.84965258226594,3.85250863837312,3.87535708723059,0.0207803938104001
"82",82,84,84,"BR","7/23/13","11:00","Day","Hypo",289,19266.6666666667,2.606,0,0,0.0238414351496546,0.0011483904758799,4,0.06,13.8,0,0.823009699,0.002357922787635,192333.333333333,44466.6666666667,2466.66666666667,28466.6666666667,0,0,0,4.33148995979352,4.33148995979352,4.33148995979352,4.33148995979352,4.33148995979352,4.33148995979352,4.33148995979352,4.33148995979352,0.0191188712845378
"83",83,85,85,"RB","7/24/13","11:30","Day","PML",9,600,0.7015,0,0,0.010737840342124,0.00263924607480592,1,7.44,22.6,277.7,0.769349299,0.002204185741635,379933.333333333,199800,171266.666666667,6733.33333333333,21800,14995.8,0.419943801377343,0.00194925151223782,0.00194276199268526,0.00197220379257523,0.00223717999158493,0.00267880698993442,0.00341485198718358,0.00488694198168191,0.0166636619376685,0.0211570675094067
"84",84,86,86,"RB","7/24/13","11:30","Day","Hypo",268,17866.6666666667,1.49,0,0,0.00773927293064877,0.00331414876452748,4,0.09,9.4,2.96,0.769349299,0.002204185741635,379933.333333333,180133.333333333,86000,70400,23466.6666666667,159.84,0.411334257413388,0.115215191690962,0.115208965535561,0.115237212498976,0.115491435169712,0.115915139620939,0.116621313706316,0.11803366187707,0.129332447243106,0.018977737714943
"85",85,87,87,"WL","7/25/13","11:00","Day","PML",20,1333.33333333333,0.604,0,0,0.00495658112582782,0.0052467666459752,1,6.54,21.4,157.64,0.403333333,0.001155549999045,168800,77400,22133.3333333333,52200,3066.66666666667,8512.56,0.419330184162212,0.0334142988729251,0.0334066637162547,0.0334727375051581,0.0340674016052893,0.0350585084388413,0.0367103531614278,0.040014042606601,0.0664435581679863,0.00270853708186403
"86",86,88,88,"WL","7/25/13","11:00","Day","Hypo",22,1466.66666666667,NA,NA,NA,NA,NA,4,1.93,8.9,2.91,0.403333333,0.001155549999045,168800,91400,11066.6666666667,78333.3333333333,1533.33333333333,157.14,0.41127411569034,0.0735020047809941,0.0734946601757603,0.0735582195651407,0.0741302540695642,0.07508364491027,0.0766726296447798,0.0798505991137993,0.105274354865955,NA
"87",87,89,89,"HB","7/26/13","11:30","Day","PML",32,2133.33333333333,2.01888888888889,0.00246316938226887,0.00139384344083649,0.00690649697303247,0.00739401725184224,0.25,5.73461538461538,0,99.24,1.57274487,0.00450591405255,86933.3333333333,63000,4200,53000,5666.66666666667,5358.96,0.418770149954591,0.281734159280996,0.281676504223404,0.281804458411877,0.28295604610813,0.284875358935218,0.288074213647032,0.294471923070659,0.34565359845968,0.0247621427275779
"88",88,90,90,"HB","7/26/13","11:30","Day","Hypo",211,14066.6666666667,1.8525,0.000854311692037285,0,0.00357412955465587,0.00184254063711438,3.5,0.1,5.9,0,1.57274487,0.00450591405255,86933.3333333333,23933.3333333333,2933.33333333333,18333.3333333333,2666.66666666667,0,0,2.65932228028532,2.65932228028532,2.65932228028532,2.65932228028532,2.65932228028532,2.65932228028532,2.65932228028532,2.65932228028532,-0.0170539664581548
"89",89,91,91,"RB","5/20/13","23:00","Night","PML",32,2133.33333333333,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,0.769349299,0.002204185741635,227933.333333333,126200,2800,75600,16666.6666666667,0,0,0.422514756335106,0.422514756335106,0.422514756335106,0.422514756335106,0.422514756335106,0.422514756335106,0.422514756335106,0.422514756335106,0.000112658119231446
"90",90,92,92,"RB","5/20/13","23:00","Night","Hypo",0,0,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,0.769349299,0.002204185741635,227933.333333333,101733.333333333,3800,60600,19000,0,0,0,0,0,0,0,0,0,0,-0.00269458592267435
"91",91,93,93,"WL","7/28/13","23:00","Night","PML",31,2066.66666666667,0.604,0,0,0.00495658112582782,0.0052467666459752,1,7.41,18.1,0,0.403333333,0.001155549999045,134466.666666667,41466.6666666667,8000,32133.3333333333,1266.66666666667,0,0,0.143258909569873,0.143258909569873,0.143258909569873,0.143258909569873,0.143258909569873,0.143258909569873,0.143258909569873,0.143258909569873,0.00268832626899784
"92",92,94,94,"WL","7/28/13","23:00","Night","Hypo",55,3666.66666666667,NA,NA,NA,NA,NA,4,0.98,9.1,0,0.403333333,0.001155549999045,134466.666666667,93000,8133.33333333333,80200,4600,0,0,0.250002327647054,0.250002327647054,0.250002327647054,0.250002327647054,0.250002327647054,0.250002327647054,0.250002327647054,0.250002327647054,NA
"93",93,95,95,"HB","7/29/13","0:00","Night","PML",162,10800,2.01888888888889,0.00246316938226887,0.00139384344083649,0.00690649697303247,0.00739401725184224,0.25,5.73461538461538,0,0,1.57274487,0.00450591405255,104266.666666667,81533.3333333333,8000,63333.3333333333,9933.33333333333,0,0,0.748643333881268,0.748643333881268,0.748643333881268,0.748643333881268,0.748643333881268,0.748643333881268,0.748643333881268,0.748643333881268,0.0247621427275779
"94",94,96,96,"HB","7/29/13","0:00","Night","Hypo",119,7933.33333333333,1.237,0.000649570779621297,0.00125520154114254,0.00918760307194826,0.00814989214270332,3.5,0.08,5.7,0,1.57274487,0.00450591405255,104266.666666667,22733.3333333333,2400,17666.6666666667,2600,0,0,1.83309787514138,1.83309787514138,1.83309787514138,1.83309787514138,1.83309787514138,1.83309787514138,1.83309787514138,1.83309787514138,0.0516563150817866
"95",95,97,97,"RE","7/29/13","11:00","Day","PML",2,133.333333333333,1.09,0.00284269174794431,0.00193809332097732,0.00842238532110092,0.00721693120181497,0.25,4.85,0,51.51,0,0,220933.333333333,45466.6666666667,733.333333333333,25466.6666666667,266.666666666667,2781.54,0.417867793858955,0.100827385034514,0.100827385034514,0.100877515987379,0.101328694563163,0.102080658856137,0.103333932677759,0.105840480321005,0.125892861466967,0.0332017928450196
"96",96,98,98,"RE","7/29/13","11:00","Day","Hypo",1,66.6666666666667,1.39083333333333,0.00198866245719816,0,0.00997238466147394,0.00737057120542016,3,0.14,5.6,0,0,0,220933.333333333,175466.666666667,7266.66666666667,40866.6666666667,1400,0,0,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.00508762034577824,0.0177113883490515
"97",97,99,99,"RE","7/29/13","23:30","Night","PML",0,0,1.09,0.00284269174794431,0.00193809332097732,0.00842238532110092,0.00721693120181497,0.25,4.85,0,0,0,0,204866.666666667,50666.6666666667,3933.33333333333,25466.6666666667,0,0,0,0,0,0,0,0,0,0,0,0.0332017928450196
"98",98,100,100,"RE","7/29/13","23:30","Night","Hypo",4,266.666666666667,1.39083333333333,0.00198866245719816,0,0.00997238466147394,0.00737057120542016,3,0.14,5.6,0,0,0,204866.666666667,154200,10266.6666666667,57266.6666666667,2600,0,0,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0144039121477877,0.0177113883490515
"99",99,101,101,"BR","5/21/13","11:00","Day","PML",8,533.333333333333,1.1395,0.000658980098008794,0,0.0103021184730145,0.00205464674245122,0.75,10.67,18,22.29,0.823009699,0.002357922787635,211200,131266.666666667,6200,124733.333333333,66.6666666666667,1203.66,0.416480129463343,0.0477155622009674,0.0477032789410605,0.0477553725039683,0.0482242145701392,0.0490056180137572,0.050307957086454,0.0529126352318476,0.0737500603949961,0.0213287866436924
"100",100,102,102,"BR","5/21/13","11:00","Day","Hypo",1,66.6666666666667,2.606,0.000674217522093768,0.000609719266077372,0.0238414351496546,0.00119455599901808,3,8.89,11.7,0,0.823009699,0.002357922787635,211200,79933.3333333333,5200,74600,66.6666666666667,0,0,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.00710962330371575,0.104552024723754
"101",101,103,103,"TU","7/30/13","13:30","Day","PML",0,0,1.71214285714286,0.00146844495127045,0.00196950923659859,0.0135907434292866,0.0022967305317758,0.25,8.02333333333333,0,289.8,0.403333333,0.001155549999045,174133.333333333,11400,533.333333333333,4400,1000,15649.2,0.419987174597459,7.42451841312959e-06,0,6.42509490655148e-05,0.000642509490655148,0.00160627372663787,0.00321254745327574,0.00642509490655147,0.0321254745327574,0.0744923825263413
"102",102,104,104,"TU","7/30/13","13:30","Day","Hypo",7,466.666666666667,1.06,0.00251057457601482,0.00237707996670909,0.00934545687331536,0.00729087182498306,4.5,0.76,5.7,0,0.403333333,0.001155549999045,174133.333333333,162733.333333333,8733.33333333333,40000,400,0,0,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0296324757544183,0.0413054751133172
"103",103,105,105,"TU","7/30/13","23:30","Night","PML",81,5400,1.71214285714286,0.00146844495127045,0.00196950923659859,0.0135907434292866,0.0022967305317758,0.25,8.02333333333333,0,0,0.403333333,0.001155549999045,188066.666666667,50066.6666666667,0,6133.33333333333,133.333333333333,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0744923825263413
"104",104,106,106,"TU","7/30/13","23:30","Night","Hypo",147,9800,1.06,0.00251057457601482,0.00237707996670909,0.00934545687331536,0.00729087182498306,4.5,0.76,5.7,0,0.403333333,0.001155549999045,188066.666666667,138000,2733.33333333333,24133.3333333333,400,0,0,1.98826684879036,1.98826684879036,1.98826684879036,1.98826684879036,1.98826684879036,1.98826684879036,1.98826684879036,1.98826684879036,0.0413054751133172
"105",105,107,107,"RB","7/31/13","0:30","Night","PML",52,3466.66666666667,0.7015,0,0,0.010737840342124,0.00263924607480592,1,6.84,19.5,0,0.769349299,0.002204185741635,284800,191333.333333333,130400,29066.6666666667,30733.3333333333,0,0,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0147426544580118,0.0218266803284461
"106",106,108,108,"RB","7/31/13","0:30","Night","Hypo",26,1733.33333333333,1.49,0,0,0.00773927293064877,0.00331414876452748,4,0.06,10.3,0,0.769349299,0.002204185741635,284800,93466.6666666667,70866.6666666667,11533.3333333333,10533.3333333333,0,0,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0135637968578885,0.0192331779089431
"107",107,109,109,"CB","7/31/13","11:30","Day","PML",20,1333.33333333333,1.24857142857143,0.00242203038094052,0.00141006935676363,0.00630233409610984,0.00823127747210928,0.25,6.8025,0,91.83,0,0,146533.333333333,107933.333333333,9800,72666.6666666667,25466.6666666667,4958.82,0.418670431218961,0.0754490636312689,0.0754490636312689,0.0755249384304326,0.0762078116229054,0.0773459336103602,0.0792428035894514,0.0830365435476339,0.113386463213094,0.0176109140623448
"108",108,110,110,"CB","7/31/13","11:30","Day","Hypo",109,7266.66666666667,1.01357142857143,0.00190877366249152,0,0.00842641649048626,0.00666549744591258,4,0.1,6.1,0,0,0,146533.333333333,38600,3933.33333333333,30733.3333333333,3800,0,0,1.02450876827443,1.02450876827443,1.02450876827443,1.02450876827443,1.02450876827443,1.02450876827443,1.02450876827443,1.02450876827443,0.0179840326276075
"109",109,111,111,"CB","7/31/13","23:30","Night","PML",58,3866.66666666667,1.24857142857143,0.00242203038094052,0.00141006935676363,0.00630233409610984,0.00823127747210928,0.25,6.8025,0,0,0,0,180133.333333333,122466.666666667,13066.6666666667,95133.3333333333,13933.3333333333,0,0,0.16410171339801,0.16410171339801,0.16410171339801,0.16410171339801,0.16410171339801,0.16410171339801,0.16410171339801,0.16410171339801,0.0176109140623448
"110",110,112,112,"CB","7/31/13","23:30","Night","Hypo",69,4600,1.01357142857143,0.00190877366249152,0,0.00842641649048626,0.00666549744591258,4,0.1,6.1,0,0,0,180133.333333333,57666.6666666667,9733.33333333333,41000,6933.33333333333,0,0,0.262082141236974,0.262082141236974,0.262082141236974,0.262082141236974,0.262082141236974,0.262082141236974,0.262082141236974,0.262082141236974,0.0179840326276075
"111",111,113,113,"WL","5/21/13","23:30","Night","PML",14,933.333333333333,0.604,0,0,0.00495658112582782,0.00502198176345574,0.5,9.12,18.5,0,0.403333333,0.001155549999045,21400,10533.3333333333,3400,5533.33333333333,1533.33333333333,0,0,0.152229581326619,0.152229581326619,0.152229581326619,0.152229581326619,0.152229581326619,0.152229581326619,0.152229581326619,0.152229581326619,0.00270448281655744
"112",112,114,114,"WL","5/21/13","23:30","Night","Hypo",27,1800,NA,NA,NA,NA,NA,4,7.28,5.7,0,0.403333333,0.001155549999045,21400,10866.6666666667,1333.33333333333,7733.33333333333,1666.66666666667,0,0,0.74864333388127,0.74864333388127,0.74864333388127,0.74864333388127,0.74864333388127,0.74864333388127,0.74864333388127,0.74864333388127,NA
"113",113,115,115,"DW","8/1/13","23:30","Night","PML",50,3333.33333333333,0.614,0.00134969674659733,0.00111226131878599,0.00534936156351792,0.00687988315777546,0.5,8.95,21.6,0,2.144472789,0.006143914540485,233533.333333333,113333.333333333,94000,17400,1733.33333333333,0,0,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.0196649155209159,0.00809176420058921
"114",114,116,116,"DW","8/1/13","23:30","Night","Hypo",48,3200,0.444,0.00220945950844282,0.00184532796877429,0.00307594594594595,0.0106429796979717,4.5,0.89,7.9,0,2.144472789,0.006143914540485,233533.333333333,120200,78266.6666666667,36666.6666666667,5133.33333333333,0,0,0.0226732790878294,0.0226732790878294,0.0226732790878294,0.0226732790878294,0.0226732790878294,0.0226732790878294,0.0226732790878294,0.0226732790878294,-0.0222870764610743
"115",115,117,117,"DW","8/2/13","10:30","Day","PML",2,133.333333333333,0.614,0.00134969674659733,0.00111226131878599,0.00534936156351792,0.00687988315777546,0.5,7.39,20.8,325.5,2.144472789,0.006143914540485,191266.666666667,36200,27400,7933.33333333333,800,17577,0.420103441482654,0.00273450216452045,0.00269854315177531,0.00275707100483737,0.00328382168239588,0.00416173947832673,0.00562493580487815,0.00855132845798098,0.0319624696828036,0.00818904924748443
"116",116,118,118,"DW","8/2/13","10:30","Day","Hypo",22,1466.66666666667,0.444,0.00220945950844282,0.00184532796877429,0.00307594594594595,0.0106429796979717,4.5,0.81,8,0.45,2.144472789,0.006143914540485,191266.666666667,155066.666666667,101733.333333333,46200,6933.33333333333,24.3,0.401055588035551,0.00802760408351824,0.00799483197193728,0.00804817273923638,0.00852823964492835,0.00932835115441496,0.0106618703368926,0.013328908701848,0.034665215621491,-0.0223209027965736
"117",117,119,119,"WL","5/22/13","11:00","Day","PML",0,0,0.604,0,0,0.00495658112582782,0.00502198176345574,0.5,11.21,17,53,0.403333333,0.001155549999045,8733.33333333333,5600,333.333333333333,4933.33333333333,333.333333333333,2862,0.417910038187335,0.000146576286625901,0,0.00126845473365097,0.0126845473365097,0.0317113683412743,0.0634227366825486,0.126845473365097,0.634227366825486,0.0026443910492282
"118",118,120,120,"WL","5/22/13","11:00","Day","Hypo",45,3000,NA,NA,NA,NA,NA,4,9.32,5.8,1.17,0.403333333,0.001155549999045,8733.33333333333,3133.33333333333,66.6666666666667,2533.33333333333,533.333333333333,63.18,0.40737532302672,24.9549170756531,24.9547777960422,24.9559831061628,24.9668308972475,24.9849105490553,25.0150433020683,25.0753088080943,25.5574328563025,NA
"119",119,121,121,"RB","5/22/13","23:00","Night","PML",9,600,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,0.769349299,0.002204185741635,227933.333333333,126200,2800,75600,16666.6666666667,0,0,0.118832275219249,0.118832275219249,0.118832275219249,0.118832275219249,0.118832275219249,0.118832275219249,0.118832275219249,0.118832275219249,0.000112658119231446
"120",120,122,122,"RB","5/22/13","23:00","Night","Hypo",30,2000,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,0.769349299,0.002204185741635,227933.333333333,101733.333333333,3800,60600,19000,0,0,0.291868746152541,0.291868746152541,0.291868746152541,0.291868746152541,0.291868746152541,0.291868746152541,0.291868746152541,0.291868746152541,-0.00269458592267435
"121",121,123,123,"RB","5/22/12","23:00","Night","PML",0,0,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,10.98,15.8,0,0.769349299,0.002204185741635,227933.333333333,126200,2800,75600,16666.6666666667,0,0,0,0,0,0,0,0,0,0,0.000112658119231446
"122",122,124,124,"RB","5/22/12","23:00","Night","Hypo",16,1066.66666666667,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,7.8,6,0,0.769349299,0.002204185741635,227933.333333333,101733.333333333,3800,60600,19000,0,0,0.155663331281356,0.155663331281356,0.155663331281356,0.155663331281356,0.155663331281356,0.155663331281356,0.155663331281356,0.155663331281356,-0.00269458592267435
"123",123,125,125,"RB","5/23/13","11:00","Day","PML",2,133.333333333333,0.7685,0.00128713885109455,0,0.00474903345724907,0.0025069814709453,0.75,9.26,14.4,70.2428571428571,0.769349299,0.002204185741635,284133.333333333,193800,2866.66666666667,113866.666666667,41266.6666666667,3793.11428571428,0.418312028379379,0.0258016622425212,0.0257930519855733,0.0258321151951081,0.0261836840809215,0.0267696322239438,0.0277462124623142,0.0296993729390552,0.0453246567529828,0.00011031709600362
"124",124,126,126,"RB","5/23/13","11:00","Day","Hypo",0,0,1.34833333333333,0.00121325892105042,0.00326808394448642,0.00431041409147095,0.00535298208812803,4.5,6.03,6,0.493333333333333,0.769349299,0.002204185741635,284133.333333333,90333.3333333333,1800,50400,7400,26.64,0.401813152781354,7.94444758036249e-06,0,3.60425504543439e-05,0.000360425504543439,0.000901063761358597,0.00180212752271719,0.00360425504543439,0.0180212752271719,-0.00269458592267435
"125",125,127,127,"HB","5/23/13","23:30","Night","PML",74,4933.33333333333,2.01888888888889,0,0.000441748409331279,0.00690649697303247,0.00105819948887614,0.5,7.17,14.4,0,1.57274487,0.00450591405255,75333.3333333333,6533.33333333333,3133.33333333333,2133.33333333333,200,0,0,0.873122249128666,0.873122249128666,0.873122249128666,0.873122249128666,0.873122249128666,0.873122249128666,0.873122249128666,0.873122249128666,0.0402324280631058
"126",126,128,128,"HB","5/23/13","23:30","Night","Hypo",84,5600,1.8525,0,0,0.00357412955465587,0.000658204972621992,3,1.77,5,0,1.57274487,0.00450591405255,75333.3333333333,68800,266.666666666667,68333.3333333333,66.6666666666667,0,0,11.6455629714864,11.6455629714864,11.6455629714864,11.6455629714864,11.6455629714864,11.6455629714864,11.6455629714864,11.6455629714864,-0.0168563361134586
"127",127,129,129,"HB","5/24/13","11:30","Day","PML",0,0,2.01888888888889,0,0.000441748409331279,0.00690649697303247,0.00105819948887614,0.5,6.97,15.3,11.45,1.57274487,0.00450591405255,107400,77800,733.333333333333,76733.3333333333,266.666666666667,618.3,0.415127278913042,4.58596326733955e-05,0,0.000101776536655071,0.00101776536655071,0.00254441341637678,0.00508882683275356,0.0101776536655071,0.0508882683275356,0.0407679486001479
"128",128,130,130,"HB","5/24/13","11:30","Day","Hypo",7,466.666666666667,1.8525,0,0,0.00357412955465587,0.000658204972621992,3,1.61,4.8,0,1.57274487,0.00450591405255,107400,29600,266.666666666667,29133.3333333333,133.333333333333,0,0,0.970463580957199,0.970463580957199,0.970463580957199,0.970463580957199,0.970463580957199,0.970463580957199,0.970463580957199,0.970463580957199,-0.0168054209633393
"129",129,131,131,"TU","5/27/13","11:00","Day","PML",44,2933.33333333333,0.897777777777778,0.00179064007831311,0.00178077749057683,0.00755183168316832,0.00410122268008956,0.5,9.06,17,164.288,0.403333333,0.001155549999045,93933.3333333333,5733.33333333333,133.333333333333,3466.66666666667,0,8871.552,0.419377469312577,12.2001273127936,12.2001135891762,12.2002323518207,12.2013012156208,12.2030826552877,12.2060517213992,12.2119898536222,12.2594949114061,0.0347460234294423
"130",130,132,132,"TU","5/27/13","11:00","Day","Hypo",38,2533.33333333333,1.03357142857143,0,0,0.00925033724948169,0.000932473604356677,7.5,0.07,4.1,0,0.403333333,0.001155549999045,93933.3333333333,88200,0,80666.6666666667,133.333333333333,0,0,Inf,Inf,Inf,Inf,Inf,Inf,Inf,Inf,0.0174464628036598
